id_review,review,title,Suma de score,Suma de service,platform,id_nick
R1023741,Muy bueno,"",4,13775,googleplaces,117263668167466468073
R1023742,Le falta mucho para tener buenos sandwich de chicharrón.,"",3,13775,googleplaces,113783465588259925039
R1023743,"Excelente,  buena atencion , bonito local","",5,13775,googleplaces,104072875529957680121
R1023744,Muy bueno,"",5,13775,googleplaces,117577193023863150934
R1023745,Fui hace unas semanas y una decepción total...dejé parte de pan con chicharrón por estar sancochado y sin gusto..mse lo hice saber al mozo para que le diga a los cocineros,"",1,13775,googleplaces,101361966877546867001
R1023746,"Sabrosos sándwiches, atención lenta de meseros","",4,13775,googleplaces,114737410479855205890
R1023747,Buen lugar para departir un desayuno o lonche en familia o con amigos,"",5,13775,googleplaces,102998640355959067021
R1023748,Rico y buena atención,"",4,13775,googleplaces,102911457637253066725
R1023749,Muy Rico,"",4,13775,googleplaces,111015265583832025728
R1023750,Muy buena preparación y excelente servicio,"",5,13775,googleplaces,102782452336893568336
R1023751,Limpieza / Atencion esmerada,"",5,13775,googleplaces,110380464421785790504
R1023752,Rica comida y buena atención,"",4,13775,googleplaces,108744145659124787896
R1023753,Para mi uno de los mejores lugares para disfrutar un chicharrón y también los sandwiches de jamón.,"",5,13775,googleplaces,112629816457522386140
R1023754,Tranquilo y con buena comida.,"",4,13775,googleplaces,101504253154036842900
R1023755,Riquísimos sándwich con la calidad de siempre.,"",5,13775,googleplaces,105303935385548068400
R1023756,Excelente,"",5,13775,googleplaces,116748306994290315668
R1023757,Excelente,"",5,13775,googleplaces,110862455787937068508
R1023758,Muy buenos chicharrones Difícil de estacionar,"",5,13775,googleplaces,111459229345450512545
R1023759,La mejor butifarra,"",4,13775,googleplaces,102824646451225717991
R1023760,Los jugos y los sándwiches buenazos,"",5,13775,googleplaces,105065303915891416360
R1023761,Por la atención y por su buen sabor,"",5,13775,googleplaces,108417840913826373946
R1023762,Fuerte en desayuno tradicional limeño,"",5,13775,googleplaces,101181060228895205954
R1023763,"Buen chicharrón, pocos estacionamientos","",4,13775,googleplaces,113240355924190567456
R1023764,Alimentos frescos,"",5,13775,googleplaces,106847262173410065577
R1023765,Ricos sandwichs,"",4,13775,googleplaces,118195255726220217217
R1023766,Buena comida,"",5,13775,googleplaces,101718341530084368707
R1023767,Porq los sandwiches son exquisitos!!!!!!. Y la atención de primera.,"",5,13775,googleplaces,102103813296321358458
R1023768,"Los mejores sándwiches de chicharrón, con su chicha y más","",5,13775,googleplaces,115449451122660448311
R1023769,"Siempre es bueno ir a Palermo, su pavito o chicharrón deliciosos","",5,13775,googleplaces,101110838354364660378
R1023770,Muy buenos sanguches y postres. Buenos precios y servicios. La infraestructura debe mejorar.,"",4,13775,googleplaces,106741148175553240557
R1023771,Por sus sanguches son deliciosos,"",5,13775,googleplaces,105301028166708253881
R1023772,Ricos samwichs,"",5,13775,googleplaces,118128112014182576505
R1023773,"Sin quejas, buen lugar","",4,13775,googleplaces,114356529983028646051
R1023774,Ricos sándwiches!,"",4,13775,googleplaces,106007721176481175904
R1023775,Lo recomiendo el mejor,"",5,13775,googleplaces,117111705751592648528
R1023776,Buenos Sándwiches,"",4,13775,googleplaces,105051227590651381378
R1023777,Muy rico los sándwich,"",5,13775,googleplaces,117710650272137677961
R1023778,Muy rico recomendable,"",5,13775,googleplaces,116542692910162474248
R1023779,Buenos los panes,"",4,13775,googleplaces,116588005644648431219
R1023780,Muy bueno,"",4,13775,googleplaces,102731331090712728337
R1023781,"Buen sándwich, servicio rápido, barato","",5,13775,googleplaces,115720687685531166318
R1023782,Rico y variado barato,"",5,13775,googleplaces,118302453908693832228
R1023783,Bueno y excelente precio,"",4,13775,googleplaces,103246539093797230344
R1023784,La atención espectacular,"",5,13775,googleplaces,103607931179606063390
R1023785,Delicioso limpio y rápido,"",5,13775,googleplaces,109032671961672972315
R1023786,buen lugar para visitar,"",4,13775,googleplaces,105132526097601223220
R1023787,Siempre con sabor a desayuno,"",5,13775,googleplaces,116740246297782887934
R1023788,El mejor pan con chicharron sin duda,"",5,13775,googleplaces,100453570083935325936
R1023789,Bueno,"",4,13775,googleplaces,103115130801792613016
R102379,"El ambiente es acogedor, agradable, su café orgánico bastante bueno, es recomendable para disfrutar un desayuno o lonche. Sus sandwich son sabrosos. La atención no fue muy buena, demoraron en atender.Acudimos a este café en busca de su lomo saltado. Este plato no llenó mi expectativa, la cebolla muy cocida, la comida tibia, no cumplió con una buena presentación.. Recomiendo sus tortas.",No fue de mi agrado el lomo saltado.,3,49566,tripadvisor,arielena M
R1023790,Muy buenos sanguches y jugos.,"",5,13775,googleplaces,115191700625124803273
R1023791,Siempre bueno,"",5,13775,googleplaces,100223365228968149435
R1023792,Demasiado lento,"",1,13775,googleplaces,118400212392408988849
R1023793,"Atención correcta, pero poca preocupación por los discapacitados","",3,13775,googleplaces,111622872411394186758
R1023794,Rápida atención al cliente,"",5,13775,googleplaces,117804412895957523506
R1023795,un chicharrón que se derrite en la boca,"",4,13775,googleplaces,116887284925000712323
R1023796,Buen lugar pero gasolina muy cara,"",3,13775,googleplaces,117177614798183452939
R1023797,Rico lechón,"",5,13775,googleplaces,115456485031319099303
R1023798,Los mejores sandwich.....vale la pena visitarlo.,"",5,13775,googleplaces,108087201605657653983
R1023799,Un imperdible es el sándwich de chicharrón,"",5,13775,googleplaces,110194616910359877834
R102380,"Excelente carta, muy variada. Iniclamente, nos dio la impresión de que solo es un café, pero al entrar y ver la carta, nos topamos con una serie de platos tradicionales nacionales, ensaladas, postres y jugos. Probamos ""La pechugona"", ""Fetuccinis a la huancaina con lomo"" y ""Pollo Saltado"". Temperatura y presentación muy buenas. De beber, la limonada de arandanos y menta, perfectas para el clima. Si tienes ganas de postre, su Red velvet es de las mejores que probé en Lima. El ambiente además es muy acogedor, la decoración y la bossa nova de fondo hacen que te sientas realmente comod@.",Increíble lugar,5,49566,tripadvisor,lizabethfox17
R1023800,Ricos jugos,"",3,13775,googleplaces,111491395515771980185
R1023801,Excelente,"",5,13775,googleplaces,113099674699607981746
R1023802,Delicioso,"",5,13775,googleplaces,111707852462647282739
R1023803,"Muy buenos sandwich, precios regulares, demoran en la atención","",4,13775,googleplaces,106328803896598064714
R1023804,Uno de los mejores exponentes del pan con Chicharrón.,"",4,13775,googleplaces,101725425046801575589
R1023805,El desayuno bueno,"",4,13775,googleplaces,110129325498298850336
R1023806,Bajo de nivel,"",2,13775,googleplaces,114953839833417412806
R1023807,Ricos sándwiches.,"",5,13775,googleplaces,115454645955518582329
R1023808,Buenos Capuchinos,"",4,13775,googleplaces,105124340618102645454
R1023809,Sánguches clásicos,"",5,13775,googleplaces,112072240376848025804
R102381,"Se veía muy prometedor, lo recomendaron en el hostal. Tenían la publicidad de haber ganado al mejor lomo saltado de lima, pero era tarde para comer algo tan pesado, opté por una milanesa con ensaladas, estaba rica pero nada del otro mundo.El lugar estaba como apagado, un poco frío y con poca luz, fue el primer lugar donde comí al llegar a Lima y no fue tan maravilloso como esperaba.Mi mamá optó por un pastel y estaba añejo, no lo comimos todo.Podrían mejorar, son detalles. Se veía un buen lugar pero no me gustó, esperaba más. El resto de las noches comí en otros lugares.",No me gustó mucho,3,49566,tripadvisor,ngela_Margot
R1023810,Delicioso,"",4,13775,googleplaces,116742600117810383663
R1023811,Un lugar clásico para comer sanguches.,"",4,13775,googleplaces,102371969949879163540
R1023812,De paso haciendo turismo en el trayecto,"",5,13775,googleplaces,106761727426301153327
R1023813,Las butifarras son muy buenas...,"",4,13775,googleplaces,112252902729787439707
R1023814,Excelente,"",5,13775,googleplaces,114171547661965662179
R1023815,Bueno,"",5,13775,googleplaces,112211674477454547756
R1023816,Los mejores sándwiches de Chicharrón de Lima 😋😋😋,"",5,13775,googleplaces,116219358887410955504
R1023817,Los mejores sándwiches de chicharrón y jamón,"",5,13775,googleplaces,102784495314929517841
R1023818,Delicioso,"",5,13775,googleplaces,110100301117320477356
R1023819,Uno de los mejores pan con chicharrón de Lima.,"",4,13775,googleplaces,115353636558139709764
R102382,"bueno jamás me había pasado q me cobren por el menaje roto! Ósea rompí de casualidad un vaso de jugo lleno, no entiendo ni como, he de admitir q en general soy un poco torpe y en un par de situaciones ante rumores me han traído otro jugo de cortesía, sin embargo acá ME COBRARON por el vaso ROTO! Alguien lo puede creer!? Nadie pregunto por si si me paso algo o similar. En fin creo q no volveré así el pan con palta sea bueno bueno.",No me gusto el trato,1,49566,tripadvisor,kopje_9
R1023820,Buenos sandwichs y jugos.,"",5,13775,googleplaces,101055608408371430452
R1023821,Vale le pena volver a visitarlos.,"",5,13775,googleplaces,111380489201356919428
R1023822,Excelente,"",5,13775,googleplaces,107623989134735146870
R1023823,El mejor Chicharron de toda la vida,"",5,13775,googleplaces,113443042896271535497
R1023824,Delicioso!,"",5,13775,googleplaces,107506640450896934943
R1023825,Muy buenos los sandwiches de jamón,"",3,13775,googleplaces,114083832750505335167
R1023826,El pan con chicharrón y los jugos muy buenos.,"",4,13775,googleplaces,101160448368148444685
R1023827,Deliciosos panes con chicharrón,"",4,13775,googleplaces,110690551180219634032
R1023828,Buenos panes con chicharrón,"",5,13775,googleplaces,114527829858427600232
R1023829,Genial!,"",5,13775,googleplaces,117868809830308200901
R102383,Hoy día fui con mi esposa y hija y la verdad me lleve una gran decepción los panes de cortesía rico pero al pedir la papá rellena estaba fría y encima no tenía relleno un engaño y yo que pensaba que habían mejorado mucha pena,Pesimo,1,49566,tripadvisor,carlevarinom
R1023830,Los sanguchitos siguen siendo ricos,"",5,13775,googleplaces,113468103567171452249
R1023831,Sandwiches muy buenos!,"",4,13775,googleplaces,117715298018778196862
R1023832,"Calidad y sabor, mejoras permanentes","",5,13775,googleplaces,115977603426062827725
R1023833,Horrible asqueroso y muy feo mi café tenía moscas horrible mejoren,"",1,13775,googleplaces,113604648455303839994
R1023834,Delicioso sandwich,"",5,13775,googleplaces,117342151221930256033
R1023835,Buenísimo,"",5,13775,googleplaces,101642384862162802746
R1023836,El café y luego el jamón deliciosos.,"",4,13775,googleplaces,118346796992512621918
R1023837,Buenos sandwiches,"",3,13775,googleplaces,101692877988425737212
R1023838,Los sándwich de chicharrón!!!! No dejes de probarlo,"",4,13775,googleplaces,104160991970526202550
R1023839,Han subido los precios y bajado la calidad,"",3,13775,googleplaces,116641528728182365864
R102384,"Fuimos hoy con mi familia y mi bebe a desayunar alrededor de 10 am. Sólo había una mesa ocupada. Después de 45 min sólo trajeron un jugo, media ensalada de frutas con aguaymanto machucado y piña con ojos, y al final un chocolate. Reclamamos varias veces y nada. Para entonces éramos los únicos clientes. Tuvimos que retirarnos sun desayunar y la excusa fué que estaban ocupados con el pedido de otro cliente (?)...ni siquiera consideraron que estaba con mi bebe y encima tuvimos que pagar el jugo y la ensalada que cobraron completa sin darnos ni el yogurt ni granola ni miel...para no regresar...",Pésima atención,1,49566,tripadvisor,uchch
R1023840,Desde siempre los mejores sanguches,"",4,13775,googleplaces,107522753968580510122
R1023841,Tranquilo,"",4,13775,googleplaces,107404348047264735606
R1023842,Excelente,"",5,13775,googleplaces,109575635006879505138
R1023843,Buenos sándwich de chicharrón,"",5,13775,googleplaces,114349115512827084732
R1023844,Riquísimo 💗,"",5,13775,googleplaces,112698673031732795615
R1023845,Clasico,"",5,13775,googleplaces,104663883629324515159
R1023846,Mas o menos,"",4,13775,googleplaces,105062817440386109200
R1023847,Los mejores sándwiches de chicharrón,"",5,13775,googleplaces,117037064481236004999
R1023848,"Clásico de siempre, mantiene su calidad.","",5,13775,googleplaces,109977553902834068723
R1023849,Delicioso sandwiches,"",5,13775,googleplaces,101490048483822287123
R102385,"Fuimos 6 personas en una noche de jueves, el restaurante estaba casi vacío, solo 2 mesas ocupadas. Tenía grandes expectativas por su famoso lomo saltado y buenos comentarios que me habían hecho. Pedimos varios platos, entre ellos el lomo saltado, spaguetti a la huancaína con lomo, tacu tacu con lomo y el spaguetti bisanti, además de postres. El jugo de los lomos estaba salado y bastante condimentado, no se podía comer todo el plato, las carnes estaban suaves pero no eran del todo sabrosas, las papas fritas muy buenas. El spaguetti a la huancaína parecía un ensopado de jugo de lomo, el spaguetti bisanti estuvo aceptable. De postres pedimos cheesecake de oreo, red velvet y un soufle de guanabana. El cheesecake no nos gustó, parecía un plástico, la torta red velvet estaba seca. El souflé fue lo único rescatable. Intentaré ir una vez más pero para almorzar a ver si mejora la sazón. La cuenta salió 270 soles, con bebidas, fondos y postres (sin entradas).",Decepcionó,3,49566,tripadvisor,mar S
R1023850,Recomendable,"",4,13775,googleplaces,100012601619328958690
R1023851,Buenaso!,"",5,13775,googleplaces,115343272713134055623
R1023852,La calidad de los sandwich,"",5,13775,googleplaces,104188390794196633339
R1023853,Buenaso!,"",5,13775,googleplaces,107622618335873166550
R1023854,Café con su sanguchito más!,"",5,13775,googleplaces,114041238706308146325
R1023855,Delicioso!,"",5,13775,googleplaces,116379356929853101798
R1023856,Agradable,"",4,13775,googleplaces,101884686847461564267
R1023857,Excelente,"",5,13775,googleplaces,101338998837648251516
R1023858,Exelente,"",4,13775,googleplaces,102281305621579580708
R1023859,Rico.,"",4,13775,googleplaces,114298624291281778381
R102386,"Me gustó el lugar y cómo está decorado. La comida estuvo buena, la pasta que lleva el nombre del restaurante muy rica! De postre pedí crocante de manzana con helado, muy bueno para cerrar el almuerzo. Lo recomiendo.",Buena atención y lugar cálido,4,49566,tripadvisor,ilialvarado
R1023860,riquisimo,"",5,13775,googleplaces,117371485513972809605
R1023861,Rico,"",5,13775,googleplaces,102419541485809740630
R1023862,Rico!¡,"",4,13775,googleplaces,113375309133219323247
R1023863,Delicioso,"",5,13775,googleplaces,109805600927628572894
R1023864,Riquísimos los chicharrones y los tamales,"",5,13775,googleplaces,116173046739092808022
R1023865,Excelente la atención,"",4,13775,googleplaces,104461657606673386509
R1023866,Una de las mejores butifarras de Lima!!,"",4,13775,googleplaces,112554011813011899825
R1023867,Rico,"",3,13775,googleplaces,113624708702882031545
R1023868,Buenos.sándwiches y jugos.,"",4,13775,googleplaces,112507162292301863454
R1023869,El chicharrón,"",5,13775,googleplaces,104471455560377831264
R102387,"Fuimos con la idea de tomar un café, pero los postres fueron muy tentadores y nos animamos a picar unos tequeños de lomo saltado, un pie de limón, un helado y un cortado. Todo riquísimo. El lugar es bonito y atención fue muy buena.",Muy rico!,4,49566,tripadvisor,do283
R1023870,Lo mejor,"",5,13775,googleplaces,113999237564606162234
R1023871,"Rico, como siempre!!","",4,13775,googleplaces,117140672925007508126
R1023872,Clásico de clásicos,"",5,13775,googleplaces,113456097505014417745
R1023873,Delicioso,"",3,13775,googleplaces,110430988814481491883
R1023874,Los mejores sanguches!,"",5,13775,googleplaces,102786935642642442303
R1023875,Buenazo,"",5,13775,googleplaces,113352767101590461201
R1023876,Viene poca cantidad de carne,"",4,13775,googleplaces,114927543511698740358
R1023877,Es grandazo,"",5,13775,googleplaces,108937575274315900794
R1023878,Excelenteeee,"",5,13775,googleplaces,110054966924849560779
R1023879,El chicharrón está bajando su calidad....,"",3,13775,googleplaces,105485413029269241695
R102388,"Tengo sentimientos encontrados con el sitio, ya que por momentos se ve un lugar acogedor y por otros momentos frío y sin personalidad. Es como aún no se definiera.Su café y cheesecake de oreo estuvieron ok, pero nada que me hiciera regresar. La atención por otro lado si fue buena.No me convenció!",Personalidad del café indefinida!,3,49566,tripadvisor,ocio D
R1023880,Riquísimos chicharrones!!!,"",5,13775,googleplaces,100084175026151207637
R1023881,Chicharrones inmejorables,"",5,13775,googleplaces,117441529560334283173
R1023882,El mismo sabor de siempre,"",4,13775,googleplaces,111319478732718865672
R1023883,Bueno,"",5,13775,googleplaces,112403381846665691004
R1023884,Riquisisisimooo,"",5,13775,googleplaces,102071289548225689030
R1023885,Como siempre el mejor en todo,"",5,13775,googleplaces,110216517627053467266
R1023886,Excelente chicharrón,"",5,13775,googleplaces,113640442704705580295
R1023887,Bueno,"",4,13775,googleplaces,116181204276359162463
R1023888,Pan con chicharrón,"",5,13775,googleplaces,102245017285737914835
R1023889,Bueno,"",5,13775,googleplaces,102063779029718333932
R102389,"Comimos super rico, el tacu tacu fue el mejor que probamos en Perú! Los postres vienen en porciones muy pequeñas, es la unica critica. Volveremos!",Riquisimo!,5,49566,tripadvisor,aycher
R1023890,Buenazo,"",5,13775,googleplaces,111944768213593794699
R1023891,Bueno,"",5,13775,googleplaces,112586613571853044060
R1023892,Comida regular,"",3,13775,googleplaces,101951372553808565600
R1023893,No cómo el original,"",4,13775,googleplaces,115053801045157264193
R1023894,Excelente chicharrón,"",5,13775,googleplaces,117977803505613620844
R1023895,Buenazo,"",5,13775,googleplaces,105494410066496165986
R1023896,Buenazo,"",5,13775,googleplaces,103447177921070725168
R1023897,El teriyaky A1,"",5,13775,googleplaces,109448820594811271170
R1023898,Lugar pequeño.....mucha demanda,"",3,13775,googleplaces,117620719313813160376
R1023899,Delicioso,"",4,13775,googleplaces,114111505476878100012
R102390,"Es un restaurante que lleva poco tiempo abierto. Tiene una excelente atención, personalizada. Tiene buena comida, ricos postres y una muy buena relación calidad/precio.",Excelente trato y buena comida,5,49566,tripadvisor,oaquin C
R1023900,Ricos sandwich,"",4,13775,googleplaces,106070124444791798256
R1023901,BUENAZO!!,"",5,13775,googleplaces,114182746258405884666
R1023902,Ha bajado la calidad de su chicharrón,"",4,13775,googleplaces,108878007583612732135
R1023903,El Mejor Sandwich de Chicharrón en Surco,"",5,13775,googleplaces,101561949271697814587
R1023904,Riquísimos chicharrones,"",5,13775,googleplaces,115754565859533107847
R1023905,Buenos sandwich,"",4,13775,googleplaces,106528023300407376792
R1023906,Tiene los ingredientes frescos.,"",5,13775,googleplaces,111996944805024620056
R1023907,Rico,"",4,13775,googleplaces,104373038705945667175
R1023908,Asado jamón o chicharrón lo mejor!!!,"",5,13775,googleplaces,100034332086830953471
R1023909,Bueno,"",3,13775,googleplaces,105842714653133651604
R102391,"Pedimos el desayuno Ligerito y el Ganador. Ambos muy buenos. El sandwich de lomo es grande con muy buen sabor, buena cantidad de carne y era blanda.El huevo benedictino estaba en su punto.El precio del desayuno Ganador (S/21) me pareció muy bueno ara los que traía: jugo, café, sand de lomo saltado, huevos benedictinos y tostadas.Las tostadas son grandes, aunque me hubiera gustado que estuvieran más horneadas y no tan pálidas.Hay varios tipos lomos saltados.La carta es extensa. Tiene amplia variedad de postres muy provocativos.El café americano y expresso no estaban tan ricos. Se sentían con sabor metálicos.Para ser sábado, solo había una moza que no se daba abasto para los distintos ambientes.y por lo tanto, la atención no era tan rápida.Hay ambientes diferentes y bonitos, unos de ellos es terraza. La decoración es vintage y es agradable.Los baños son limpios.El local donde está ubicado era antes el Nathanos Café. Lo menciono porque si uno busca por la dirección en Google, sigue saliendo el café antiguo.Estacionamiento en la calle sin vigilancia.Vean las fotos con la carta y los precios.","Ricos postres, buenos desayunos",4,49566,tripadvisor,mericadelSur
R1023910,De lo mejor,"",5,13775,googleplaces,112065032840531073741
R1023911,Riquisimos,"",5,13775,googleplaces,108728747444861141797
R1023912,Bueno,"",4,13775,googleplaces,114423116799487739854
R1023913,Bueno,"",4,13775,googleplaces,106008803097128497706
R1023914,Sobrevalorado,"",3,13775,googleplaces,117936238470061930149
R1023915,Rico,"",5,13775,googleplaces,108345909751611381996
R1023916,Bueno,"",5,13775,googleplaces,106664588839164507951
R1023917,Excelentes postres peruanos,"",5,13775,googleplaces,114444674443995361535
R1023918,Bueno,"",5,13775,googleplaces,109593848150017383254
R1023919,Rico,"",5,13775,googleplaces,114103887351335767912
R102392,"Hoy conocí a Bisanti, me llamó la atención la decoración tan cálida y música tan compatible ... pedí una causa frita con tratar de salmón OMG delicioso quién haya creado este plato merece un estrella, luego probé papa rellena con lomo saltado honestamente uno de los mejores de la ciudad, definitivamente regresare a probar los postres acompañado de los tés de frutos secos y esos helados q se ven prometedores .",No es solo la buena atención sino la comida espectacular,5,49566,tripadvisor,ean Paul C
R1023920,Sin comparación 😃,"",5,13775,googleplaces,112012915633276606180
R1023921,Riquísimo,"",5,13775,googleplaces,108628015274732411621
R1023922,Nunca pierde la calidad,"",5,13775,googleplaces,103912544346891522860
R1023923,Jamón!,"",4,13775,googleplaces,109689594337938560367
R1023924,Bueno,"",5,13775,googleplaces,116463794212665207704
R1023925,Riquísimo,"",5,13775,googleplaces,109065086720234261794
R1023926,Clásico,"",3,13775,googleplaces,112867764605509320824
R1023927,Rico,"",5,13775,googleplaces,116121330954733925825
R1023928,La calidad y servicio!!!!,"",5,13775,googleplaces,107142568660427715337
R1023929,buenazo!!!,"",5,13775,googleplaces,107139287774705090609
R102393,Muy recomendable opción!!! Lomo saltado 10/10. Fetuccini a la huancaina con lomo saltado 8/10. Papa rellena crocante 8/10. Relación Precio - Calidad OK,Almuerzo,5,49566,tripadvisor,arlosaA4416VK
R1023930,A 1,"",5,13775,googleplaces,114022217935946227990
R1023931,Bueno.,"",5,13775,googleplaces,111372540532913008227
R1023932,Excelentes los chicharrones,"",4,13775,googleplaces,101568281961525185089
R1023933,Rico!!,"",5,13775,googleplaces,114156523162520134002
R1023934,.C,"",5,13775,googleplaces,112567706164117584632
R1023935,Sanguchería peruana,"",4,13775,googleplaces,117573790857286931990
R1023936,Regular,"",2,13775,googleplaces,104929714607136136037
R1023937,Buenísimo!!!!!,"",5,13775,googleplaces,112909909933226516682
R1023938,🙁,"",2,13775,googleplaces,107394098184620443512
R1023939,👍,"",2,13775,googleplaces,103142903472908182506
R102394,"Excelente Lugar, en un buen barrio, tranquilo, sin mucho flujo vehicular, una carta tipica, buen sabor, excelente atención y precios adecuados. Recomendable",Un buen Caf'e para el almuerzo diario,5,49566,tripadvisor,heMelende
R1023940,Solo atención para llevar,"",3,13775,googleplaces,100447167326359955015
R1023941,"Comí allí antes y estaba delicioso y porciones muy grandes, pero ahora no era suficiente chicharron y el desayuno americano de mi madre no era bueno","",3,13775,googleplaces,104979021039835252976
R1023942,Pan con chicharron! Ellos dijeron,"",5,13775,googleplaces,115189999830495780884
R1023943,Un bonito lugar para estar ... seguro que volveré en el futuro ... 🙄🙄🙄,"",5,13775,googleplaces,102927049944946424561
R1023944,"Muy, muy súper delicioso, siempre mi lugar favorito para desayunar y almorzar. 💛 Mantienen la calidad y los sabores durante años, todos deben venir y probar ""pan con chicharrones"" 😋😋😋","",5,13775,googleplaces,111807868805754555326
R1023945,Entrega individual,"",1,13775,googleplaces,111964212908335344259
R1023946,"Necesitan renovar sus muebles, ¡sin embargo, los chicharrones son súper buenos!","",4,13775,googleplaces,109299182638742430598
R1023947,"Buena comida, servicio barato y excelente","",5,13775,googleplaces,100663280124068950124
R1023948,Aggggg,"",1,13775,googleplaces,111245129153712009661
R1023949,Calidad de la comida desagradable.,"",3,13775,googleplaces,110544877872721125103
R102395,"Primero y sobre todas las cosas : todo lo que comimos fue delicioso, desde el inicio con un chupe maravilloso pasando por los tequeños de queso que se derretía y desbordaba, pejerrey con sabor a mar, la causa rellena de atún con un delicado sabor a antaño, el lomo saltado que es la estrella del restaurante por ser ganador de múltiples concursos y que es increíble, sus postres y helados en su punto con el toque artensanal que los hace unicos e inolvidables",Un Cafe restaurante de nivel,5,49566,tripadvisor,ulio C D
R1023950,#lomaximo,"",5,13775,googleplaces,118028132809501584209
R1023951,Amo el chicharron y la butifarra aquí,"",5,13775,googleplaces,115836887413135938720
R1023952,Muuuuuuy bueno.,"",5,13775,googleplaces,113607461454054095202
R1023953,"Bonito lugar, ubicarse en una buena calle para caminar después de comer, hay comida ligera como sándwichs, o también hay pedidos de menú.","",5,13775,googleplaces,104116721286794159213
R1023954,Genial para desayunos en familia.,"",5,13775,googleplaces,115825591949128022542
R1023955,Comida ... simplemente deliciosa ...,"",5,13775,googleplaces,106331267873844949188
R1023956,Tu bien;),"",5,13775,googleplaces,104315348839329839879
R1023957,Bocadillos impresionantes!,"",5,13775,googleplaces,110671274488860931820
R1023958,Puerta,"",5,13775,googleplaces,102747055534007868450
R1023959,El mejor,"",5,13775,googleplaces,103405037113899389121
R102396,"Hermoso lugar, hermosa decoración, excelente localización. La comida deliciosa y a buen precio. Isabel visitando desde Colombia.",Desayunando...,5,49566,tripadvisor,sapalacios81
R1023960,Buenos bocadillos y café,"",5,13775,googleplaces,102251344742031660730
R1023961,OK,"",4,13775,googleplaces,108516514628526837197
R1023962,OK,"",5,13775,googleplaces,110518974121496304775
R1023963,OK,"",5,13775,googleplaces,113619293045774119080
R1023964,Riko,"",5,13775,googleplaces,105975768630014366111
R1023965,Estándar,"",3,13775,googleplaces,107370350414863988312
R1023966,AAA +++,"",5,13775,googleplaces,100313791205635338347
R102397,"Actualmente están en el festival del lomo saltado celebrando su 1er puesto en el concurso "" Mejor lomo saltdo de Lima 2017"", obviamente pedi lomo saltado y no decepciona, un excelente plato y buena porción. Como adicional tienen WiFi gratuito, basta con pedir la clave a un mesero que por cierto son amables.",excelente lomo saltado,5,49566,tripadvisor,arlosjulian59
R102398,"Muy recomendable su carta de platos peruanos, postres excelentes, buen ambiente, tranquilo, como para ir siempre.",Almuerzos con platos peruanos,4,49566,tripadvisor,enzo F
R102399,"Bisanti hace el mejor lomo en lima. Puedes cortar la carne con un tenedor y las papas son excelentes. Las raciones son enormes, así que tomamos el postre para ir y todos fueron fantásticos.",Mejor lomo en la ciudad,4,49566,tripadvisor,ariefromOttawa
R102400,"El propietario del hotel dijo que come aquí constantemente, así que decidimos probarlo y fue maravilloso. La comida fabulosa lista bien vino, personal amable, algunos ingenio inglés. Hay varias veces, el almuerzo y la cena. - Lomo saltado mejores platos, ceviche y el salmón cruca.",Buena comida y personal,4,49566,tripadvisor,Lofhelm
R102401,"Vinimos aquí porque estaba muy cerca de nuestro hotel. La comida era precioso, y había una buena variedad de platos peruanos y europeos. El personal era muy amable, que fue muy de agradecer después de un largo viaje hasta llegar a Perú.","Buena comida, personal amable",5,49566,tripadvisor,atherine D
R102402,"Lomo Saltado absolutamente excelente. De hecho, ganó un premio en 2017 por el mejor Lomo Saltado en Lima. Personal amable y excelente servicio.",Lomo Saltado,4,49566,tripadvisor,erry M
R102403,"No sólo las ensaladas varias, variada, original, con productos locales y enorme, había por lo menos cuatro aderezos caseros para elegir. Volvimos a probar tres de ellos y todos eran sensacionales. El propietario del emparejamiento. recommednedUn ambiente estupendo. Parece una panadería, pero una mirada en el menú te muestra lo contrario. Un tesoro escondido!",Increíblemente ensaladas creativas!,4,49566,tripadvisor,anice181772
R102404,"Las hamburguesas son contundentes, son deliciosas, excelente atención. el lugar es pequeño y todo es artesanal incluso las bebidas gasificadas. lo unico malo es que cuando uno come ahi sale con el aroma al carbon pero con el viento de lima se pasa rapido.,",Genial!!,5,65999,tripadvisor,arolv101
R102405,"Muy buenas opciones, diferentes al medio. Las Hamburguesas tienen un sabor especial, tengo entendido que Ellos hacen su propio pan, y las hamburguesas las fabrican también. Definitivamente voy a regresar con Mi Familia, la recomiendo.",Muy Sabrosas!,5,65999,tripadvisor,cuadrosbueno
R102406,"Tienen un sabor peculiar, parece que fueran caseras. Las papas no son tan refritas lo cual favorece al paladar.",Ricas Hamburguesas,4,65999,tripadvisor,ndersonc834
R102407,"Las hamburguesas son muy ricas, son bastante grandes cuando fui se demoraron un poco porque había ente, pero vale la pena.",Buena,4,65999,tripadvisor,iuliana A
R102408,Las hamburguesas tienen un toque casero y no son tan artificiales como otras. Sus papás son muy ricas y se nota la dedicación que le ponen.,Parecen caseras lo cuál es bueno,5,65999,tripadvisor,ngel P
R102409,"Tiene este restaurante una buena variedad de hamburguesas y hay que llegar con harta hambre, ya que no son para estómagos pequeños. Muy bien preparada y presentada, en un barrio típico del sur de Lima.",Fabulosa hamburguesa,4,65999,tripadvisor,aime Z
